ticker	company_name	sector	industry	general_description	customers	products_services	hq_location	exchange	country	logo_url
CNX	CNX Resources Corporation	Energy	Oil & Gas	Natural gas exploration	Global energy markets	"Appalachian Basin, Natural gas, Shale gas"	"Canonsburg, Pennsylvania"	NYSE	USA	https://logo.clearbit.com/cnx.com
SWN	Southwestern Energy Company	Energy	Oil & Gas	Natural gas exploration	Global energy markets	"Appalachian Basin, Natural gas, Haynesville"	"Spring, Texas"	NYSE	USA	https://logo.clearbit.com/swn.com
CHK	Chesapeake Energy Corporation	Energy	Oil & Gas	Oil and gas exploration	Global energy markets	"Unconventional drilling, Natural gas, Oil production"	"Oklahoma City, Oklahoma"	NASDAQ	USA	https://logo.clearbit.com/chk.com
GPOR	Gulfport Energy Corporation	Energy	Oil & Gas	Natural gas exploration	Global energy markets	"Utica Shale, SCOOP, Natural gas"	"Oklahoma City, Oklahoma"	NASDAQ	USA	https://logo.clearbit.com/gulfportenergy.com
KOS	Kosmos Energy Ltd.	Energy	Oil & Gas	Oil and gas exploration	Global energy markets	"Offshore drilling, West Africa, Gulf of Mexico"	"Dallas, Texas"	NYSE	USA	https://logo.clearbit.com/kosmosenergy.com
NOG	Northern Oil and Gas Inc.	Energy	Oil & Gas	Oil and gas exploration	Global energy markets	"Bakken Shale, Non-operated working interests"	"Minnetonka, Minnesota"	NYSE	USA	https://logo.clearbit.com/nog.com
MTDR	Matador Resources Company	Energy	Oil & Gas	Oil and gas exploration	Global energy markets	"Permian Basin, Eagle Ford, Haynesville"	"Dallas, Texas"	NYSE	USA	https://logo.clearbit.com/matadorresources.com
PE	Parsley Energy Inc.	Energy	Oil & Gas	Oil and gas exploration	Global energy markets	"Permian Basin, Unconventional drilling, Oil production"	"Austin, Texas"	NYSE	USA	https://logo.clearbit.com/parsleyenergy.com
CLR	Continental Resources Inc.	Energy	Oil & Gas	Oil and gas exploration	Global energy markets	"Bakken Shale, SCOOP, STACK plays"	"Oklahoma City, Oklahoma"	NYSE	USA	https://logo.clearbit.com/clr.com
WLL	Whiting Petroleum Corporation	Energy	Oil & Gas	Oil and gas exploration	Global energy markets	"Bakken Shale, Three Forks, Oil production"	"Denver, Colorado"	NYSE	USA	https://logo.clearbit.com/whiting.com
OAS	Oasis Petroleum Inc.	Energy	Oil & Gas	Oil and gas exploration	Global energy markets	"Williston Basin, Bakken Shale, Oil production"	"Houston, Texas"	NASDAQ	USA	https://logo.clearbit.com/oasispetroleum.com
CPE	Callon Petroleum Company	Energy	Oil & Gas	Oil and gas exploration	Global energy markets	"Permian Basin, Eagle Ford, Oil production"	"Natchez, Mississippi"	NYSE	USA	https://logo.clearbit.com/callon.com
PDCE	PDC Energy Inc.	Energy	Oil & Gas	Oil and gas exploration	Global energy markets	"Wattenberg Field, Delaware Basin, Oil and gas"	"Denver, Colorado"	NASDAQ	USA	https://logo.clearbit.com/pdce.com
CRC	California Resources Corporation	Energy	Oil & Gas	Oil and gas exploration	Global energy markets	"California production, Carbon capture, Enhanced recovery"	"Santa Clarita, California"	NYSE	USA	https://logo.clearbit.com/crc.com
SM	SM Energy Company	Energy	Oil & Gas	Oil and gas exploration	Global energy markets	"Permian Basin, Eagle Ford, Powder River Basin"	"Denver, Colorado"	NYSE	USA	https://logo.clearbit.com/sm-energy.com
CRGY	Crescent Energy Company	Energy	Oil & Gas	Oil and gas exploration	Global energy markets	"Uinta Basin, Eagle Ford, Williston Basin"	"Houston, Texas"	NYSE	USA	https://logo.clearbit.com/crescentenergyco.com
SBOW	SilverBow Resources Inc.	Energy	Oil & Gas	Oil and gas exploration	Global energy markets	"Eagle Ford Shale, South Texas, Oil and gas"	"Houston, Texas"	NYSE	USA	https://logo.clearbit.com/silverbowresources.com
CDEV	Centennial Resource Development	Energy	Oil & Gas	Oil and gas exploration	Global energy markets	"Permian Basin, Delaware Basin, Oil production"	"Denver, Colorado"	NASDAQ	USA	https://logo.clearbit.com/centennialrd.com
NEXT	NextDecade Corporation	Energy	Oil & Gas	LNG development	Global energy markets	"Liquefied natural gas, Export terminals, Natural gas"	"The Woodlands, Texas"	NASDAQ	USA	https://logo.clearbit.com/next-decade.com
TELL	Tellurian Inc.	Energy	Oil & Gas	LNG development	Global energy markets	"Liquefied natural gas, Driftwood LNG, Natural gas"	"Houston, Texas"	NASDAQ	USA	https://logo.clearbit.com/tellurianinc.com
LNG	Cheniere Energy Inc.	Energy	Oil & Gas	LNG export	Global energy markets	"Liquefied natural gas, Sabine Pass, Corpus Christi"	"Houston, Texas"	NYSE	USA	https://logo.clearbit.com/cheniere.com
FLNG	FLEX LNG Ltd.	Energy	Oil & Gas	LNG shipping	Global energy markets	"LNG tankers, Shipping services, Maritime transportation"	"Hamilton, Bermuda"	NYSE	Bermuda	https://logo.clearbit.com/flexlng.com
GLOG	GasLog Ltd.	Energy	Oil & Gas	LNG shipping	Global energy markets	"LNG carriers, Shipping services, Maritime transportation"	"Piraeus, Greece"	NYSE	Greece	https://logo.clearbit.com/gaslogltd.com
TNK	Teekay Tankers Ltd.	Energy	Oil & Gas	Oil tanker shipping	Global energy markets	"Crude oil tankers, Product tankers, Marine transportation"	"Hamilton, Bermuda"	NYSE	Bermuda	https://logo.clearbit.com/teekay.com
STNG	Scorpio Tankers Inc.	Energy	Oil & Gas	Oil tanker shipping	Global energy markets	"Product tankers, Crude tankers, Marine transportation"	"Monaco, Monaco"	NYSE	Monaco	https://logo.clearbit.com/scorpiotankers.com
EURN	Euronav NV	Energy	Oil & Gas	Oil tanker shipping	Global energy markets	"Crude oil tankers, VLCCs, Marine transportation"	"Antwerp, Belgium"	NYSE	Belgium	https://logo.clearbit.com/euronav.com
DHT	DHT Holdings Inc.	Energy	Oil & Gas	Oil tanker shipping	Global energy markets	"Crude oil tankers, VLCCs, Marine transportation"	"Hamilton, Bermuda"	NYSE	Bermuda	https://logo.clearbit.com/dhtankers.com
FRO	Frontline Ltd.	Energy	Oil & Gas	Oil tanker shipping	Global energy markets	"Crude oil tankers, VLCCs, Marine transportation"	"Hamilton, Bermuda"	NYSE	Bermuda	https://logo.clearbit.com/frontline.bm
NAT	Nordic American Tankers Limited	Energy	Oil & Gas	Oil tanker shipping	Global energy markets	"Crude oil tankers, Suezmax tankers, Marine transportation"	"Hamilton, Bermuda"	NYSE	Bermuda	https://logo.clearbit.com/nordic-american-tankers.com
INSW	International Seaways Inc.	Energy	Oil & Gas	Oil tanker shipping	Global energy markets	"Crude and product tankers, Shuttle tankers, Marine transportation"	"New York, New York"	NYSE	USA	https://logo.clearbit.com/intlseas.com
TK	Teekay Corporation	Energy	Oil & Gas	Marine energy transportation	Global energy markets	"LNG carriers, Oil tankers, Offshore production"	"Hamilton, Bermuda"	NYSE	Bermuda	https://logo.clearbit.com/teekay.com
GOGL	Golden Ocean Group Limited	Materials	Marine Transportation	Dry bulk shipping	Global commodity markets	"Dry bulk carriers, Iron ore, Coal transportation"	"Hamilton, Bermuda"	NASDAQ	Bermuda	https://logo.clearbit.com/goldenocean.com
SB	Safe Bulkers Inc.	Materials	Marine Transportation	Dry bulk shipping	Global commodity markets	"Dry bulk carriers, Iron ore, Grain transportation"	"Monaco, Monaco"	NYSE	Monaco	https://logo.clearbit.com/safebulkers.com
SBLK	Star Bulk Carriers Corp.	Materials	Marine Transportation	Dry bulk shipping	Global commodity markets	"Dry bulk carriers, Iron ore, Coal transportation"	"Maroussi, Greece"	NASDAQ	Greece	https://logo.clearbit.com/starbulkcarriers.com
CMRE	Costamare Inc.	Industrials	Marine Transportation	Container shipping	Global trade	"Container vessels, Feeder vessels, Maritime transportation"	"Monaco, Monaco"	NYSE	Monaco	https://logo.clearbit.com/costamare.com
DAC	Danaos Corporation	Industrials	Marine Transportation	Container shipping	Global trade	"Container vessels, Maritime transportation, Ship management"	"Piraeus, Greece"	NYSE	Greece	https://logo.clearbit.com/danaos.com
ZIM	ZIM Integrated Shipping Services	Industrials	Marine Transportation	Container shipping	Global trade	"Container shipping, Liner services, Logistics"	"Haifa, Israel"	NYSE	Israel	https://logo.clearbit.com/zim.com
MATX	Matson Inc.	Industrials	Marine Transportation	Ocean transportation	Pacific region	"Container shipping, Logistics, Supply chain"	"Honolulu, Hawaii"	NYSE	USA	https://logo.clearbit.com/matson.com
KEX	Kirby Corporation	Industrials	Marine Transportation	Marine transportation	Chemical and oil companies	"Tank barges, Tugboats, Pressure barges"	"Houston, Texas"	NYSE	USA	https://logo.clearbit.com/kirbycorp.com
HTOO	Fusion Fuel Green PLC	Energy	Renewable Energy	Green hydrogen production	Industrial customers	"Electrolyzers, Green hydrogen, Solar-to-hydrogen"	"Dublin, Ireland"	NASDAQ	Ireland	https://logo.clearbit.com/fusion-fuel.eu
BLDP	Ballard Power Systems Inc.	Industrials	Electrical Equipment	Fuel cell technology	Transportation and stationary power	"Proton exchange membrane, Fuel cell stacks, Clean energy"	"Burnaby, Canada"	NASDAQ	Canada	https://logo.clearbit.com/ballard.com
HYGS	Hygs Ltd.	Energy	Renewable Energy	Green hydrogen systems	Industrial customers	"Alkaline electrolyzers, Hydrogen production, Clean energy"	"London, United Kingdom"	NASDAQ	United Kingdom	https://logo.clearbit.com/hygs.com
BE	Bloom Energy Corporation	Industrials	Electrical Equipment	Fuel cell power generation	Commercial and industrial customers	"Solid oxide fuel cells, Energy servers, Microgrids"	"San Jose, California"	NYSE	USA	https://logo.clearbit.com/bloomenergy.com
HYLN	Hyliion Holdings Corp.	Industrials	Electrical Equipment	Electrified powertrain solutions	Commercial fleet operators	"Hybrid powertrains, Electric drivetrains, Fleet solutions"	"Cedar Park, Texas"	NYSE	USA	https://logo.clearbit.com/hyliion.com
NKLA	Nikola Corporation	Industrials	Trucks & Transportation	Electric and hydrogen trucks	Commercial fleet operators	"Electric trucks, Hydrogen trucks, Charging infrastructure"	"Phoenix, Arizona"	NASDAQ	USA	https://logo.clearbit.com/nikolamotor.com
WKHS	Workhorse Group Inc.	Industrials	Trucks & Transportation	Electric delivery vehicles	Commercial fleet operators	"Electric vans, Last-mile delivery, Charging solutions"	"Loveland, Ohio"	NASDAQ	USA	https://logo.clearbit.com/workhorse.com
RIDE	Lordstown Motors Corp.	Consumer Discretionary	Automotive	Electric vehicle manufacturer	Commercial fleet operators	"Electric pickup trucks, Fleet vehicles"	"Lordstown, Ohio"	NASDAQ	USA	https://logo.clearbit.com/lordstownmotors.com
GOEV	Canoo Inc.	Consumer Discretionary	Automotive	Electric vehicle platform	Consumers and businesses	"Electric vehicles, Subscription model, Delivery vans"	"Torrance, California"	NASDAQ	USA	https://logo.clearbit.com/canoo.com
FSR	Fisker Inc.	Consumer Discretionary	Automotive	Electric vehicle manufacturer	Consumers	"Electric SUVs, Sustainable vehicles, Digital experience"	"Manhattan Beach, California"	NYSE	USA	https://logo.clearbit.com/fiskerinc.com
ARVL	Arrival	Industrials	Trucks & Transportation	Commercial electric vehicles	Commercial fleet operators	"Electric vans, Electric buses, Micro-factories"	"London, United Kingdom"	NASDAQ	United Kingdom	https://logo.clearbit.com/arrival.com
LEV	Lion Electric Company	Industrials	Trucks & Transportation	Electric commercial vehicles	Fleet operators	"Electric buses, Electric trucks, Charging infrastructure"	"Saint-Jerome, Canada"	NYSE	Canada	https://logo.clearbit.com/thelionelectric.com
CHPT	ChargePoint Holdings Inc.	Industrials	Electrical Equipment	Electric vehicle charging	EV drivers and fleet operators	"EV charging stations, Charging network, Software"	"Campbell, California"	NYSE	USA	https://logo.clearbit.com/chargepoint.com
BLNK	Blink Charging Co.	Industrials	Electrical Equipment	Electric vehicle charging	EV drivers	"EV charging stations, Charging equipment, Services"	"Miami Beach, Florida"	NASDAQ	USA	https://logo.clearbit.com/blinkcharging.com
EVGO	EVgo Inc.	Industrials	Electrical Equipment	Fast charging network	EV drivers	"Fast charging stations, Charging network, Renewable energy"	"Los Angeles, California"	NASDAQ	USA	https://logo.clearbit.com/evgo.com
VLTA	Volta Inc.	Industrials	Electrical Equipment	EV charging network	EV drivers and advertisers	"EV charging, Digital advertising, Retail locations"	"San Francisco, California"	NYSE	USA	https://logo.clearbit.com/voltacharging.com
WBX	Wallbox N.V.	Industrials	Electrical Equipment	EV charging solutions	EV owners and businesses	"AC charging, DC charging, Energy management"	"Barcelona, Spain"	NYSE	Spain	https://logo.clearbit.com/wallbox.com
DCFC	Tritium DCFC Limited	Industrials	Electrical Equipment	DC fast charging	EV charging operators	"DC fast chargers, Charging hardware, Global deployment"	"Brisbane, Australia"	NASDAQ	Australia	https://logo.clearbit.com/tritiumcharging.com
ALUS	Alussa Energy Acquisition Corp.	Energy	Renewable Energy	Energy storage	Utilities and commercial	"Battery storage, Grid storage, Renewable integration"	"New York, New York"	NASDAQ	USA	https://logo.clearbit.com/alussaenergy.com
ENVX	Eos Energy Enterprises	Industrials	Electrical Equipment	Energy storage systems	Utilities and commercial	"Battery storage, Grid storage, Renewable integration"	"Edison, New Jersey"	NASDAQ	USA	https://logo.clearbit.com/eose.com
QS	QuantumScape Corporation	Consumer Discretionary	Automotive	Solid-state battery technology	Automotive manufacturers	"Solid-state batteries, EV batteries, Energy storage"	"San Jose, California"	NYSE	USA	https://logo.clearbit.com/quantumscape.com
SES	SES AI Corporation	Consumer Discretionary	Automotive	Advanced battery technology	Automotive manufacturers	"Lithium-metal batteries, Solid-state technology, EV batteries"	"Woburn, Massachusetts"	NYSE	USA	https://logo.clearbit.com/ses.ai
SLDP	Solid Power Inc.	Consumer Discretionary	Automotive	Solid-state battery technology	Automotive manufacturers	"Solid-state batteries, Battery technology, Manufacturing"	"Louisville, Colorado"	NASDAQ	USA	https://logo.clearbit.com/solidpowerbattery.com
CYCN	Cyclacel Pharmaceuticals Inc.	Health Care	Biotechnology	Oncology therapeutics	Healthcare providers	"Cell cycle inhibitors, Cancer therapy, Clinical trials"	"Berkeley Heights, New Jersey"	NASDAQ	USA	https://logo.clearbit.com/cyclacel.com
TCRT	Alaunos Therapeutics Inc.	Health Care	Biotechnology	Cell therapy	Healthcare providers	"TCR-T cell therapy, Solid tumors, Cancer immunotherapy"	"Houston, Texas"	NASDAQ	USA	https://logo.clearbit.com/alaunostherapeutics.com
CYTH	Cyclo Therapeutics Inc.	Health Care	Biotechnology	Rare disease treatments	Healthcare providers	"Niemann-Pick disease, Alzheimer's disease, Cyclodextrin"	"Gainesville, Florida"	NASDAQ	USA	https://logo.clearbit.com/cyclotherapeutics.com
NRBO	NeuroBo Pharmaceuticals Inc.	Health Care	Biotechnology	Neurodegenerative diseases	Healthcare providers	"ALS, Painful diabetic neuropathy, Cognitive disorders"	"Boston, Massachusetts"	NASDAQ	USA	https://logo.clearbit.com/neurobopharma.com
COCP	Cocrystal Pharma Inc.	Health Care	Biotechnology	Antiviral therapeutics	Healthcare providers	"Influenza, Hepatitis C, Norovirus"	"Bothell, Washington"	NASDAQ	USA	https://logo.clearbit.com/cocrystalpharma.com
ONCS	OncoSec Medical Incorporated	Health Care	Biotechnology	Cancer immunotherapy	Healthcare providers	"Electroporation, Immuno-oncology, Metastatic melanoma"	"San Diego, California"	NASDAQ	USA	https://logo.clearbit.com/oncosec.com
EAST	Eastside Distilling Inc.	Consumer Staples	Food & Beverages	Craft spirits	Consumers	"Whiskey, Vodka, Rum, Craft distilling"	"Portland, Oregon"	NASDAQ	USA	https://logo.clearbit.com/eastsidedistilling.com
MGPI	MGP Ingredients Inc.	Consumer Staples	Food & Beverages	Distilled spirits and ingredients	Food and beverage companies	"Whiskey, Vodka, Grain-based ingredients"	"Atchison, Kansas"	NASDAQ	USA	https://logo.clearbit.com/mgpingredients.com
BREW	Craft Brew Alliance Inc.	Consumer Staples	Food & Beverages	Craft beer	Consumers	"Craft beer, Cider, Innovation brewing"	"Portland, Oregon"	NASDAQ	USA	https://logo.clearbit.com/craftbrew.com
SAM	Boston Beer Company Inc.	Consumer Staples	Food & Beverages	Alcoholic beverages	Consumers	"Samuel Adams, Twisted Tea, Truly, Angry Orchard"	"Boston, Massachusetts"	NYSE	USA	https://logo.clearbit.com/bostonbeer.com
STZ	Constellation Brands Inc.	Consumer Staples	Food & Beverages	Alcoholic beverages	Consumers	"Corona, Modelo, Svedka, Kim Crawford"	"Victor, New York"	NYSE	USA	https://logo.clearbit.com/cbrands.com
BF.B	Brown-Forman Corporation	Consumer Staples	Food & Beverages	Spirits and wine	Global consumers	"Jack Daniel's, Woodford Reserve, Old Forester"	"Louisville, Kentucky"	NYSE	USA	https://logo.clearbit.com/brown-forman.com
DEO	Diageo plc	Consumer Staples	Food & Beverages	Alcoholic beverages	Global consumers	"Johnnie Walker, Smirnoff, Guinness, Captain Morgan"	"London, United Kingdom"	NYSE	United Kingdom	https://logo.clearbit.com/diageo.com
